timestamp,axis,direction,speed_level,zoom,repeat_idx,position
2026-05-25 04:14:02.162,pan,1,1,10,0,1800.0
2026-05-25 04:14:02.289,pan,1,1,10,0,1799.0
2026-05-25 04:14:02.427,pan,1,1,10,0,1797.0
2026-05-25 04:14:02.564,pan,1,1,10,0,1795.0
2026-05-25 04:14:02.705,pan,1,1,10,0,1793.0
2026-05-25 04:14:02.846,pan,1,1,10,0,1792.0
2026-05-25 04:14:02.987,pan,1,1,10,0,1790.0
2026-05-25 04:14:03.125,pan,1,1,10,0,1788.0
2026-05-25 04:14:03.247,pan,1,1,10,0,1787.0
2026-05-25 04:14:03.380,pan,1,1,10,0,1785.0
2026-05-25 04:14:03.519,pan,1,1,10,0,1783.0
2026-05-25 04:14:03.659,pan,1,1,10,0,1781.0
2026-05-25 04:14:03.800,pan,1,1,10,0,1780.0
2026-05-25 04:14:03.939,pan,1,1,10,0,1778.0
2026-05-25 04:14:04.078,pan,1,1,10,0,1776.0
2026-05-25 04:14:04.219,pan,1,1,10,0,1774.0
2026-05-25 04:14:04.362,pan,1,1,10,0,1772.0
2026-05-25 04:14:04.501,pan,1,1,10,0,1771.0
2026-05-25 04:14:04.623,pan,1,1,10,0,1769.0
2026-05-25 04:14:04.743,pan,1,1,10,0,1768.0
2026-05-25 04:14:04.881,pan,1,1,10,0,1766.0
2026-05-25 04:14:05.022,pan,1,1,10,0,1764.0
2026-05-25 04:14:05.156,pan,1,1,10,0,1762.0
2026-05-25 04:14:05.285,pan,1,1,10,0,1761.0
2026-05-25 04:14:05.419,pan,1,1,10,0,1759.0
2026-05-25 04:14:05.560,pan,1,1,10,0,1757.0
2026-05-25 04:14:05.695,pan,1,1,10,0,1756.0
2026-05-25 04:14:05.834,pan,1,1,10,0,1754.0
2026-05-25 04:14:05.980,pan,1,1,10,0,1752.0
2026-05-25 04:14:06.120,pan,1,1,10,0,1750.0
2026-05-25 04:14:06.261,pan,1,1,10,0,1748.0
2026-05-25 04:14:06.397,pan,1,1,10,0,1747.0
2026-05-25 04:14:06.540,pan,1,1,10,0,1745.0
2026-05-25 04:14:06.660,pan,1,1,10,0,1743.0
