timestamp,axis,direction,speed_level,zoom,repeat_idx,position
2026-05-25 10:29:25.352,tilt,-1,1,10,0,426.0
2026-05-25 10:29:25.486,tilt,-1,1,10,0,426.0
2026-05-25 10:29:25.628,tilt,-1,1,10,0,426.0
2026-05-25 10:29:25.765,tilt,-1,1,10,0,425.0
2026-05-25 10:29:25.909,tilt,-1,1,10,0,425.0
2026-05-25 10:29:26.030,tilt,-1,1,10,0,425.0
2026-05-25 10:29:26.168,tilt,-1,1,10,0,424.0
2026-05-25 10:29:26.312,tilt,-1,1,10,0,424.0
2026-05-25 10:29:26.447,tilt,-1,1,10,0,424.0
2026-05-25 10:29:26.589,tilt,-1,1,10,0,423.0
2026-05-25 10:29:26.731,tilt,-1,1,10,0,423.0
2026-05-25 10:29:26.875,tilt,-1,1,10,0,423.0
2026-05-25 10:29:26.991,tilt,-1,1,10,0,422.0
2026-05-25 10:29:27.129,tilt,-1,1,10,0,422.0
2026-05-25 10:29:27.262,tilt,-1,1,10,0,422.0
2026-05-25 10:29:27.398,tilt,-1,1,10,0,421.0
2026-05-25 10:29:27.532,tilt,-1,1,10,0,421.0
2026-05-25 10:29:27.675,tilt,-1,1,10,0,421.0
2026-05-25 10:29:27.810,tilt,-1,1,10,0,420.0
2026-05-25 10:29:27.949,tilt,-1,1,10,0,420.0
2026-05-25 10:29:28.088,tilt,-1,1,10,0,420.0
2026-05-25 10:29:28.231,tilt,-1,1,10,0,419.0
2026-05-25 10:29:28.371,tilt,-1,1,10,0,419.0
2026-05-25 10:29:28.508,tilt,-1,1,10,0,419.0
2026-05-25 10:29:28.648,tilt,-1,1,10,0,418.0
2026-05-25 10:29:28.790,tilt,-1,1,10,0,418.0
2026-05-25 10:29:28.942,tilt,-1,1,10,0,417.0
2026-05-25 10:29:29.087,tilt,-1,1,10,0,417.0
2026-05-25 10:29:29.225,tilt,-1,1,10,0,417.0
2026-05-25 10:29:29.365,tilt,-1,1,10,0,416.0
2026-05-25 10:29:29.512,tilt,-1,1,10,0,416.0
2026-05-25 10:29:29.646,tilt,-1,1,10,0,416.0
2026-05-25 10:29:29.787,tilt,-1,1,10,0,415.0
2026-05-25 10:29:29.930,tilt,-1,1,10,0,415.0
2026-05-25 10:29:30.068,tilt,-1,1,10,0,415.0
2026-05-25 10:29:30.208,tilt,-1,1,10,0,414.0
2026-05-25 10:29:30.348,tilt,-1,1,10,0,414.0
2026-05-25 10:29:30.488,tilt,-1,1,10,0,414.0
2026-05-25 10:29:30.630,tilt,-1,1,10,0,413.0
2026-05-25 10:29:30.765,tilt,-1,1,10,0,413.0
2026-05-25 10:29:30.904,tilt,-1,1,10,0,413.0
2026-05-25 10:29:31.046,tilt,-1,1,10,0,412.0
2026-05-25 10:29:31.188,tilt,-1,1,10,0,412.0
2026-05-25 10:29:35.429,tilt,-1,1,10,1,450.0
2026-05-25 10:29:35.567,tilt,-1,1,10,1,450.0
2026-05-25 10:29:35.704,tilt,-1,1,10,1,449.0
2026-05-25 10:29:35.845,tilt,-1,1,10,1,449.0
2026-05-25 10:29:35.991,tilt,-1,1,10,1,449.0
2026-05-25 10:29:36.126,tilt,-1,1,10,1,448.0
2026-05-25 10:29:36.383,tilt,-1,1,10,1,448.0
2026-05-25 10:29:36.522,tilt,-1,1,10,1,447.0
2026-05-25 10:29:36.660,tilt,-1,1,10,1,447.0
2026-05-25 10:29:36.802,tilt,-1,1,10,1,447.0
2026-05-25 10:29:36.947,tilt,-1,1,10,1,446.0
2026-05-25 10:29:37.084,tilt,-1,1,10,1,446.0
2026-05-25 10:29:37.223,tilt,-1,1,10,1,446.0
2026-05-25 10:29:37.363,tilt,-1,1,10,1,445.0
2026-05-25 10:29:37.506,tilt,-1,1,10,1,445.0
2026-05-25 10:29:37.646,tilt,-1,1,10,1,445.0
2026-05-25 10:29:37.762,tilt,-1,1,10,1,444.0
2026-05-25 10:29:37.899,tilt,-1,1,10,1,444.0
2026-05-25 10:29:38.036,tilt,-1,1,10,1,444.0
2026-05-25 10:29:38.181,tilt,-1,1,10,1,443.0
2026-05-25 10:29:38.315,tilt,-1,1,10,1,443.0
2026-05-25 10:29:38.460,tilt,-1,1,10,1,443.0
2026-05-25 10:29:38.579,tilt,-1,1,10,1,442.0
2026-05-25 10:29:38.719,tilt,-1,1,10,1,442.0
2026-05-25 10:29:38.864,tilt,-1,1,10,1,442.0
2026-05-25 10:29:39.000,tilt,-1,1,10,1,441.0
2026-05-25 10:29:39.143,tilt,-1,1,10,1,441.0
2026-05-25 10:29:39.283,tilt,-1,1,10,1,440.0
2026-05-25 10:29:39.443,tilt,-1,1,10,1,440.0
2026-05-25 10:29:39.583,tilt,-1,1,10,1,440.0
2026-05-25 10:29:39.701,tilt,-1,1,10,1,439.0
2026-05-25 10:29:39.844,tilt,-1,1,10,1,439.0
2026-05-25 10:29:39.985,tilt,-1,1,10,1,439.0
2026-05-25 10:29:40.122,tilt,-1,1,10,1,438.0
2026-05-25 10:29:40.262,tilt,-1,1,10,1,438.0
2026-05-25 10:29:40.395,tilt,-1,1,10,1,438.0
2026-05-25 10:29:40.517,tilt,-1,1,10,1,437.0
2026-05-25 10:29:40.656,tilt,-1,1,10,1,437.0
2026-05-25 10:29:40.796,tilt,-1,1,10,1,437.0
2026-05-25 10:29:40.942,tilt,-1,1,10,1,436.0
2026-05-25 10:29:41.076,tilt,-1,1,10,1,436.0
2026-05-25 10:29:41.215,tilt,-1,1,10,1,436.0
2026-05-25 10:29:41.358,tilt,-1,1,10,1,435.0
2026-05-25 10:29:41.501,tilt,-1,1,10,1,435.0
2026-05-25 10:29:41.649,tilt,-1,1,10,1,435.0
2026-05-25 10:29:41.792,tilt,-1,1,10,1,434.0
2026-05-25 10:29:41.932,tilt,-1,1,10,1,434.0
2026-05-25 10:29:42.074,tilt,-1,1,10,1,434.0
2026-05-25 10:29:42.215,tilt,-1,1,10,1,433.0
2026-05-25 10:29:42.351,tilt,-1,1,10,1,433.0
2026-05-25 10:29:42.495,tilt,-1,1,10,1,432.0
2026-05-25 10:29:42.651,tilt,-1,1,10,1,432.0
2026-05-25 10:29:42.789,tilt,-1,1,10,1,432.0
2026-05-25 10:29:42.939,tilt,-1,1,10,1,431.0
2026-05-25 10:29:43.069,tilt,-1,1,10,1,431.0
2026-05-25 10:29:43.214,tilt,-1,1,10,1,431.0
2026-05-25 10:29:43.356,tilt,-1,1,10,1,430.0
2026-05-25 10:29:43.495,tilt,-1,1,10,1,430.0
2026-05-25 10:29:43.613,tilt,-1,1,10,1,430.0
2026-05-25 10:29:43.743,tilt,-1,1,10,1,429.0
2026-05-25 10:29:43.888,tilt,-1,1,10,1,429.0
2026-05-25 10:29:44.023,tilt,-1,1,10,1,429.0
2026-05-25 10:29:44.143,tilt,-1,1,10,1,428.0
2026-05-25 10:29:44.279,tilt,-1,1,10,1,428.0
2026-05-25 10:29:44.417,tilt,-1,1,10,1,428.0
2026-05-25 10:29:44.556,tilt,-1,1,10,1,427.0
2026-05-25 10:29:44.700,tilt,-1,1,10,1,427.0
2026-05-25 10:29:44.835,tilt,-1,1,10,1,427.0
2026-05-25 10:29:44.974,tilt,-1,1,10,1,426.0
2026-05-25 10:29:45.117,tilt,-1,1,10,1,426.0
2026-05-25 10:29:45.259,tilt,-1,1,10,1,426.0
2026-05-25 10:29:45.395,tilt,-1,1,10,1,425.0
2026-05-25 10:29:45.532,tilt,-1,1,10,1,425.0
2026-05-25 10:29:45.698,tilt,-1,1,10,1,425.0
2026-05-25 10:29:45.827,tilt,-1,1,10,1,424.0
2026-05-25 10:29:45.974,tilt,-1,1,10,1,424.0
2026-05-25 10:29:46.112,tilt,-1,1,10,1,423.0
2026-05-25 10:29:46.251,tilt,-1,1,10,1,423.0
2026-05-25 10:29:46.387,tilt,-1,1,10,1,423.0
2026-05-25 10:29:46.533,tilt,-1,1,10,1,422.0
2026-05-25 10:29:46.670,tilt,-1,1,10,1,422.0
2026-05-25 10:29:46.803,tilt,-1,1,10,1,422.0
2026-05-25 10:29:46.939,tilt,-1,1,10,1,421.0
2026-05-25 10:29:47.074,tilt,-1,1,10,1,421.0
2026-05-25 10:29:47.214,tilt,-1,1,10,1,421.0
2026-05-25 10:29:47.354,tilt,-1,1,10,1,420.0
2026-05-25 10:29:47.498,tilt,-1,1,10,1,420.0
2026-05-25 10:29:47.635,tilt,-1,1,10,1,420.0
